,Question,Right,Wrong
2158,Who is the god of the sun in Roman mythology?,Apollo is the god of the sun in Roman mythology.,Helios is the god of the sun in Roman mythology.
2159,What is the internet?,A network of computers and servers that communicate with each other.,A type of candy.
2160,What can you do on the internet?,"You can search for information, play games, or watch videos.",You can ride your bike.
2161,What is a website?,A collection of webpages on the internet.,A type of clothing.
2162,What is a search engine?,A tool that helps you find information on the internet.,A type of animal.
2163,What is social media?,Websites and apps that allow people to communicate and share information online.,A type of food.
2164,What are some examples of social media websites?,"Facebook, Twitter, and Instagram.","Apples, bananas, and oranges."
2165,What is a username?,A unique name used to identify you on a website.,A type of car.
2166,What is a password?,A secret code used to access your account on a website.,A type of food.
2167,Why should you keep your password a secret?,So that no one else can access your account.,Because it's funny to tell everyone.
2168,What is a friend on a social media website?,Someone you connect with and can see their posts.,A type of toy.
2169,What should you do if someone is mean to you online?,Tell a trusted adult and block the person.,Be mean back.
2170,What is cyberbullying?,Being mean to someone online.,A type of plant.
2171,What is an emoji?,A small picture used to express an emotion.,A type of bird.
2172,Where should you be careful about what you share online?,"Your personal information, such as your full name and address.",Your favorite color and food.
2173,What is a hashtag?,A symbol (#) used to group together posts about a certain topic.,A type of insect.
2174,What is the difference between posting a picture and sending it to someone?,"When you post a picture, anyone can see it. When you send it to someone, only they can see it.",There is no difference.
2175,What is a profile picture?,A picture that represents you on a social media website.,A type of fruit.
2176,What is a comment on a social media post?,Something someone writes in response to a post.,A type of animal.
2177,What is a like on a social media post?,A way to show that you enjoyed the post.,A type of car.
2178,What is a share on a social media post?,A way to repost someone else's post on your own page.,A type of food.
2179,What is a notification on a social media website?,A message that lets you know when someone interacts with your account.,A type of toy.
2180,Should you talk to people online who you don't know in real life?,"No, it's not safe.","Yes, it's okay."
2181,What is a chat room?,An online space where people can talk to each other about a certain topic.,A type of bedroom.
2182,Can you trust everything you see online?,"No, some things may not be true.","Yes, everything is true."
2183,What is online etiquette?,Being polite and respectful to others on the internet.,Being mean and rude.
2184,What is a meme?,A funny picture or video that is shared on the internet.,A type of food.
2185,What is a viral post?,A post that becomes very popular and gets shared a lot.,A type of dance.
2186,What is a troll online?,Someone who says mean things just to upset others.,A type of bird.
2187,What is a digital footprint?,The information about you that is on the internet.,A type of shoe.
2188,What should you think about before posting something online?,"Whether it is kind, true, and appropriate.",Whether it is funny and gets a lot of likes.
2189,What is a blog?,A website where someone writes about their interests or experiences.,A type of car.
2190,What is a vlog?,A video blog where someone talks about their interests or experiences.,A type of food.
2191,What is a podcast?,An audio program that you can download and listen to.,A type of animal.
2192,What is an influencer?,Someone who has a lot of followers and can influence what people buy or like.,A type of car.
2193,Why should you ask for permission before using someone else's picture on the internet?,Because it's their picture and they may not want you to use it.,Because it's funny to use someone else's pictures.
2194,What is phishing?,When someone tries to trick you into giving them your personal information.,A type of fish.
2195,What is two-factor authentication?,A way to secure your account by using two different methods to log in.,A type of exercise.
2196,What is an avatar on a social media website?,A small picture that represents you on a website.,A type of game.
2197,What is a direct message on a social media website?,A private message that you send to someone on the website.,A type of animal.
2198,What is cyberstalking?,When someone keeps contacting you online and won't stop.,A type of dance.
2199,Why should you log out of your accounts on public computers?,So that no one else can access your account.,Because it's fun to leave your accounts open.
2200,What is a GIF?,"A short, animated picture or video that is shared on the internet.",A type of fruit.
2201,What is a filter on a social media app?,An effect that changes the appearance of a picture.,A type of car.
2202,What is a status update on a social media website?,A message that you post to let people know what you are doing or thinking.,A type of food.
2203,What should you do if you see something online that makes you uncomfortable?,Tell a trusted adult and report it.,Ignore it and pretend it didn't happen.
2204,What is a link on the internet?,A way to navigate to a different webpage.,A type of toy.
2205,Why should you be careful when giving out your personal information online?,So that no one can use it to harm you.,Because it's fun to give out your personal information.
2206,What is a family?,A group of people who love and take care of each other.,A group of strangers who live together.
2207,Who is a mom?,A female parent.,A male parent.
2208,Who is a dad?,A male parent.,A female parent.
2209,What does a parent do?,Takes care of their children and helps keep them safe.,Ignores their children and doesn't care about them.
2210,Who takes care of you at home?,My parents/guardians.,Random strangers.
2211,What is love?,A feeling of care and affection towards someone.,A feeling of hate and anger towards someone.
2212,What is respect?,Being polite and kind towards someone.,Being mean and rude towards someone.
2213,How do you show you love someone in your family?,"By being kind to them, helping them, and giving them hugs and kisses.",By yelling at them and being mean to them.
2214,What is a sibling?,A brother or sister.,A pet.
2215,What does it mean to share?,To give someone else a part of what you have.,To keep everything to yourself and not share anything.
2216,What is a family meal?,Eating a meal together as a family.,Eating alone in front of the TV.
2217,What is a family vacation?,A trip taken with the whole family.,Staying inside at home all day.
2218,What is a family game night?,Playing games together as a family.,Being by yourself all night.
2219,What is a family movie night?,Watching a movie together as a family.,Watching different shows on separate TVs.
2220,What is a family tradition?,Something that a family always does together every year.,Something that everyone does alone.
2221,What is a family pet?,An animal that becomes a part of the family and is taken care of by everyone.,An animal that is ignored and mistreated.
2222,What is a chore?,A task that needs to be done around the house.,A toy to play with.
2223,Who helps you when you are sick?,My parents/guardians take care of me when I am sick.,I am left alone when I am sick.
2224,What is a bedtime routine?,"The things you do before going to bed, like taking a bath and brushing your teeth.",Doing nothing and going to bed whenever you want.
2225,What is a discipline?,When a parent teaches their child how to behave properly.,When a parent hurts their child.
2226,Why is it important to listen to your parents?,Your parents are there to help and keep you safe.,Your parents don't know what they're talking about.
2227,What is a bedtime story?,A story read to you before bed.,A scary story meant to scare you.
2228,What is a family photo?,A picture taken with everyone in your family.,A picture taken alone.
2229,What is patience?,Taking your time and being calm while waiting.,Being impatient and always rushing.
2230,What is forgiveness?,"When you say sorry and mean it, and the other person accepts your apology.",Never saying sorry when you do something wrong.
